Date,Start_station,End_station,Duration,Bike_ID
11/1/2019,Vista / Virgil,Ballona / Ardmore,7,349
11/9/2019,Fountain / Figueroa,Hollywood / Fountain,11,459
10/5/2019,Olympic / McConnell,Overland / Olympic,10,528
10/9/2019,Rowena / Rose,Olympic / McConnell,10,562
12/7/2019,Hollywood / Fountain,Overland / McConnell,18,538
9/27/2019,Figueroa / Durango,Vermont / Venice,7,461
12/13/2019,Sepulveda / Runway,Hollywood / Fountain,8,608
12/8/2019,Culver / Charnock,Hyperion / Hollywood,5,539
11/23/2019,Beatrice / Ballona,Beatrice / 6th,10,578
10/9/2019,Overland / McConnell,Fountain / Durango,7,322
9/4/2019,Overland / McConnell,Culver / Berendo,13,550
10/24/2019,Durango / Centinela,Overland / McConnell,7,290
10/22/2019,Runway / Rowena,Overland / McConnell,13,442
10/28/2019,Overland / McConnell,Beatrice / Ballona,4,596
11/27/2019,Wilcox / Vista,Vista / Virgil,10,337
10/15/2019,Rowena / Rose,Fountain / Durango,24,467
11/28/2019,Runway / Rowena,Sepulveda / Runway,8,605
9/20/2019,Runway / Rowena,Westlawn / Vista,4,547
12/5/2019,Rose / Rodney,Playa / Overland,17,531
9/26/2019,Overland / McConnell,Culver / Berendo,9,282
10/22/2019,Vista / Virgil,Sepulveda / Runway,4,366
9/26/2019,Overland / McConnell,Culver / Berendo,14,442
9/17/2019,Culver / Berendo,Overland / McConnell,10,334
9/4/2019,Olympic / McConnell,Overland / Olympic,9,634
10/13/2019,Fountain / Figueroa,Ballona / Ardmore,13,454
12/1/2019,Vista / Virgil,Playa / Overland,10,365
11/4/2019,Overland / McConnell,Durango / Centinela,5,344
9/15/2019,Exposition / Culver,Durango / Centinela,15,380
10/8/2019,Runway / Rowena,Hollywood / Fountain,5,628
9/5/2019,Charnock / Beatrice,Playa / Olympic,10,437
11/7/2019,Rowena / Rose,Olympic / McConnell,11,527
12/28/2019,Venice / Runway,Rodney / Playa,8,710
9/5/2019,Fountain / Figueroa,Ardmore / 6th,10,286
9/7/2019,Rowena / Rose,McConnell / Inglewood,6,541
12/29/2019,Beatrice / Ardmore,Berendo / Ballona,5,102
11/20/2019,Durango / Charnock,Figueroa / Culver,5,582
9/19/2019,Playa / Olympic,Runway / Rowena,10,391
10/9/2019,Exposition / Charnock,Exposition / Charnock,174,165
11/22/2019,Playa / Olympic,Durango / Centinela,5,600
10/30/2019,Vista / Virgil,Ballona / Ardmore,6,633
12/28/2019,Exposition / Culver,Ardmore / 6th,6,548
9/15/2019,Culver / Charnock,Beatrice / 6th,5,457
10/10/2019,Durango / Charnock,Rowena / Rose,12,348
12/14/2019,Rodney / Playa,Venice / Runway,6,710
12/1/2019,Venice / Runway,Rodney / Playa,7,705
12/24/2019,Runway / Rowena,Durango / Charnock,9,427
10/21/2019,Vista / Virgil,Hyperion / Hollywood,5,366
9/27/2019,Westlawn / Vista,Plaza / Overland,14,364
11/22/2019,Hollywood / Fountain,Rowena / Rose,6,269
11/15/2019,Culver / Berendo,Durango / Charnock,12,442
11/24/2019,Beatrice / 6th,Beatrice / Ballona,6,578
12/23/2019,Westlawn / Vista,Overland / McConnell,16,319
12/11/2019,Beatrice / 6th,Culver / Charnock,7,431
12/8/2019,Culver / Charnock,Figueroa / Durango,8,359
9/26/2019,Charnock / Beatrice,Beatrice / Ballona,6,468
10/22/2019,Wilcox / Vista,Beatrice / 6th,18,590
10/28/2019,Durango / Charnock,Ballona / Ardmore,5,284
9/19/2019,Playa / Olympic,Berendo / Beatrice,6,278
9/22/2019,Venice / Sepulveda,Venice / Sepulveda,9,645
12/2/2019,Vermont / Venice,Figueroa / Durango,6,602
11/29/2019,Overland / Olympic,Westlawn / Vista,9,634
12/24/2019,Beatrice / 6th,Fountain / Figueroa,16,633
10/19/2019,Overland / McConnell,Charnock / Beatrice,14,495
10/17/2019,Overland / McConnell,Figueroa / Durango,10,587
12/9/2019,Ardmore / 6th,Ballona / Ardmore,4,358
10/27/2019,Vermont / Venice,Sepulveda / Runway,12,372
11/14/2019,Fountain / Durango,Durango / Charnock,5,419
9/23/2019,Durango / Charnock,Culver / Berendo,8,336
12/15/2019,Durango / Charnock,Runway / Rowena,6,427
10/30/2019,Sepulveda / Runway,Ballona / Ardmore,5,326
9/8/2019,Culver / Berendo,Berendo / Beatrice,8,363
12/30/2019,Sepulveda / Runway,Overland / McConnell,8,585
11/15/2019,Hyperion / Hollywood,Runway / Rowena,5,410
10/5/2019,Ballona / Ardmore,Ardmore / 6th,4,358
12/7/2019,Vista / Virgil,Runway / Rowena,5,592
11/4/2019,Fountain / Figueroa,Fountain / Figueroa,177,614
12/18/2019,Berendo / Ballona,Beatrice / Ardmore,5,98
10/19/2019,Ballona / Ardmore,Exposition / Culver,11,485
11/28/2019,Vista / Vermont,Westlawn / Virgil,6,193
12/13/2019,Fountain / Figueroa,Figueroa / Durango,4,292
9/4/2019,Culver / Berendo,Durango / Centinela,16,418
11/19/2019,Culver / Charnock,Overland / Olympic,8,431
9/14/2019,Hyperion / Hollywood,Berendo / Beatrice,9,561
11/8/2019,Virgil / Vermont,Sepulveda / Runway,7,580
11/2/2019,Vista / Virgil,Overland / McConnell,11,478
9/5/2019,Culver / Charnock,Virgil / Vermont,6,584
11/6/2019,Beatrice / Ballona,Charnock / Beatrice,10,285
9/27/2019,Berendo / Beatrice,Runway / Rowena,11,556
9/16/2019,Vista / Virgil,Runway / Rowena,6,349
10/30/2019,Overland / McConnell,Hollywood / Fountain,26,398
10/16/2019,Westlawn / Vista,McConnell / McConnell,23,406
10/14/2019,Virgil / Vermont,Berendo / Beatrice,4,379
11/1/2019,Vermont / Sepulveda,Rowena / Rodney,7,708
12/12/2019,Overland / Olympic,Culver / Berendo,9,562
12/18/2019,Culver / Berendo,Fountain / Durango,6,397
10/23/2019,Hollywood / Fountain,Virgil / Vermont,8,459
11/26/2019,Olympic / McConnell,Playa / Olympic,9,381
10/18/2019,Ballona / Ardmore,Fountain / Durango,7,433
10/23/2019,Berendo / Beatrice,Durango / Centinela,8,505
11/19/2019,Overland / Olympic,Playa / Overland,24,270
11/3/2019,Beatrice / Ballona,Culver / Berendo,7,597
10/30/2019,Fountain / Figueroa,Wilcox / Vista,14,378
11/8/2019,Playa / Olympic,Runway / Rowena,10,381
10/19/2019,Fountain / Durango,Playa / Olympic,6,429
12/11/2019,Hyperion / Hollywood,Vista / Virgil,6,277
11/16/2019,Berendo / Ardmore,Rowena / Rodney,11,230
9/18/2019,Figueroa / Durango,Overland / McConnell,8,292
9/17/2019,Hyperion / Hollywood,Overland / McConnell,11,343
9/17/2019,Fountain / Figueroa,Vista / Virgil,8,274
9/17/2019,Ardmore / 6th,Runway / Rowena,8,358
10/2/2019,Culver / Charnock,Overland / McConnell,14,458
10/11/2019,Berendo / Ballona,Beatrice / Ardmore,4,16
9/2/2019,Sepulveda / Runway,Playa / Olympic,10,631
11/26/2019,Figueroa / Durango,Culver / Berendo,12,443
12/20/2019,Culver / Berendo,Playa / Olympic,9,547
10/20/2019,Charnock / Beatrice,Virgil / Vermont,13,439
9/7/2019,Westlawn / Vista,Charnock / Beatrice,4,444
10/11/2019,Vista / Virgil,McConnell / Inglewood,7,312
12/1/2019,Hollywood / Fountain,Culver / Berendo,4,594
12/5/2019,Hyperion / Hollywood,Berendo / Beatrice,13,351
11/3/2019,Durango / Centinela,Overland / McConnell,5,505
10/15/2019,Ballona / Ardmore,McConnell / McConnell,5,636
9/10/2019,Beatrice / Ballona,Charnock / Beatrice,11,493
9/27/2019,McConnell / Inglewood,Virgil / Vermont,9,438
11/13/2019,Beatrice / Ballona,Fountain / Figueroa,11,550
9/5/2019,Vista / Vermont,Venice / Runway,8,684
11/1/2019,Vermont / Venice,Durango / Centinela,8,584
12/6/2019,Rowena / Rose,Ardmore / 6th,11,376
9/6/2019,Vermont / Venice,Overland / McConnell,12,620
9/30/2019,Culver / Berendo,Playa / Olympic,10,594
10/30/2019,Vermont / Sepulveda,Rowena / Rodney,6,130
12/14/2019,Hyperion / Hollywood,Culver / Charnock,10,634
10/15/2019,Culver / Berendo,Beatrice / Ballona,7,348
12/10/2019,Overland / McConnell,Beatrice / 6th,10,412
12/27/2019,Beatrice / Ballona,Beatrice / Ballona,19,334
12/3/2019,Vermont / Sepulveda,Rowena / Rodney,6,140
9/1/2019,Berendo / Beatrice,Playa / Olympic,7,278
9/4/2019,Vermont / Venice,Overland / McConnell,12,461
11/1/2019,Vista / Virgil,Charnock / Beatrice,5,400
11/30/2019,Culver / Berendo,Virgil / Vermont,7,413
11/26/2019,Exposition / Culver,Virgil / Vermont,11,485
10/5/2019,Playa / Olympic,Berendo / Beatrice,8,442
10/12/2019,Durango / Charnock,Ballona / Ardmore,6,497
10/2/2019,Hyperion / Hollywood,McConnell / McConnell,10,315
10/1/2019,Durango / Charnock,Beatrice / 6th,6,536
9/1/2019,McConnell / Inglewood,Inglewood / Hollywood,9,244
12/8/2019,Ballona / Ardmore,Fountain / Durango,6,326
9/1/2019,Playa / Olympic,Figueroa / Culver,16,594
9/21/2019,Overland / McConnell,Overland / Olympic,22,621
11/4/2019,Fountain / Exposition,Rodney / Plaza,4,35
12/27/2019,Vista / Virgil,Playa / Olympic,12,534
10/6/2019,Culver / Charnock,Hollywood / Fountain,5,369
12/22/2019,Durango / Charnock,Beatrice / Ballona,9,341
9/2/2019,Ardmore / 6th,Beatrice / Ballona,5,355
9/1/2019,Vista / Virgil,Hyperion / Hollywood,5,370
11/23/2019,Figueroa / Durango,Overland / McConnell,8,525
9/20/2019,Hyperion / Hollywood,Vista / Virgil,7,516
10/3/2019,Wilcox / Vista,Berendo / Beatrice,10,378
11/29/2019,Overland / McConnell,Beatrice / Ballona,4,319
11/4/2019,Virgil / Vermont,Wilcox / Vista,9,417
10/2/2019,Virgil / Vermont,Wilcox / Vista,10,420
9/18/2019,Durango / Charnock,Figueroa / Durango,8,292
11/4/2019,Runway / Rowena,McConnell / McConnell,7,591
12/12/2019,Figueroa / Durango,Culver / Berendo,8,557
11/6/2019,Vermont / Venice,Figueroa / Durango,8,368
12/17/2019,Vermont / Venice,Virgil / Vermont,17,602
9/26/2019,Overland / McConnell,Hollywood / Fountain,10,361
12/3/2019,McConnell / McConnell,Overland / Olympic,12,591
9/23/2019,Ardmore / 6th,Vista / Virgil,6,265
12/11/2019,Rose / Rodney,Overland / McConnell,11,544
12/26/2019,Ardmore / 6th,Overland / McConnell,8,548
12/26/2019,Rowena / Rose,Overland / McConnell,18,493
12/26/2019,Overland / McConnell,Hollywood / Fountain,16,479
12/28/2019,Overland / McConnell,Virgil / Vermont,10,605
10/29/2019,Exposition / Culver,Overland / McConnell,8,518
12/5/2019,Overland / McConnell,Olympic / McConnell,10,548
11/18/2019,Culver / Berendo,Hollywood / Fountain,5,485
12/11/2019,Fountain / Exposition,Hollywood / Figueroa,6,31
10/12/2019,Exposition / Culver,Vermont / Venice,7,430
9/21/2019,Rose / Rodney,Durango / Charnock,10,395
10/22/2019,Culver / Berendo,Runway / Rowena,5,493
10/21/2019,Beatrice / 6th,Playa / Olympic,8,412
12/9/2019,Rowena / Rose,McConnell / Inglewood,5,529
9/16/2019,Culver / Centinela,Rowena / Rodney,8,88
9/10/2019,Figueroa / Durango,Playa / Overland,18,388
9/11/2019,Charnock / Beatrice,Playa / Olympic,10,320
10/30/2019,Overland / McConnell,Vista / Virgil,11,360
12/15/2019,Berendo / Ballona,Beatrice / Ardmore,4,163
11/29/2019,Hollywood / Fountain,Fountain / Durango,6,503
12/14/2019,Charnock / Beatrice,Durango / Centinela,13,372
12/2/2019,Playa / Olympic,Durango / Centinela,5,521
9/25/2019,Vista / Virgil,Ardmore / 6th,5,277
10/4/2019,Overland / Olympic,Charnock / Beatrice,6,259
10/5/2019,Wilcox / Vista,Culver / Berendo,13,417
9/11/2019,Fountain / Figueroa,Wilcox / Vista,7,574
12/26/2019,Exposition / Culver,Overland / Olympic,12,600
12/20/2019,Rowena / Rose,Beatrice / Ballona,17,423
12/24/2019,Vista / Virgil,Ballona / Ardmore,8,364
12/26/2019,Rowena / Rodney,Vermont / Sepulveda,6,649
12/2/2019,Ardmore / 6th,Overland / McConnell,7,532
12/11/2019,Wilcox / Vista,Westlawn / Vista,13,577
11/8/2019,Runway / Rowena,Ardmore / 6th,9,500
10/20/2019,Vermont / Venice,Fountain / Durango,11,570
10/6/2019,Rose / Rodney,Overland / McConnell,13,278
11/10/2019,Beatrice / Ardmore,Berendo / Ballona,5,163
11/13/2019,Vermont / Venice,Virgil / Vermont,8,524
10/2/2019,Runway / Rowena,Berendo / Beatrice,10,556
11/9/2019,Overland / McConnell,Sepulveda / Runway,10,479
11/12/2019,Overland / McConnell,Culver / Berendo,11,332
10/13/2019,Ardmore / 6th,Rowena / Rose,15,360
12/7/2019,Playa / Olympic,Vermont / Venice,12,495
10/14/2019,Berendo / Beatrice,Berendo / Beatrice,7,417
9/14/2019,Playa / Olympic,Wilcox / Vista,13,357
9/26/2019,Playa / Olympic,Beatrice / 6th,11,496
10/14/2019,Overland / Olympic,Olympic / McConnell,9,528
9/7/2019,Culver / Berendo,Hyperion / Hollywood,6,369
11/5/2019,Plaza / Overland,Overland / McConnell,14,627
10/15/2019,McConnell / McConnell,Runway / Rowena,10,331
11/24/2019,Overland / McConnell,Durango / Centinela,5,278
12/12/2019,McConnell / McConnell,Vista / Virgil,14,424
10/12/2019,Charnock / Beatrice,Ballona / Ardmore,9,609
12/6/2019,Beatrice / Ardmore,Berendo / Ballona,5,683
10/4/2019,Plaza / Overland,Durango / Centinela,8,631
9/19/2019,Vista / Virgil,Ballona / Ardmore,6,282
10/25/2019,Durango / Centinela,Playa / Olympic,6,478
12/1/2019,Charnock / Beatrice,Overland / Olympic,9,624
12/24/2019,Playa / Olympic,Vermont / Venice,15,576
11/3/2019,McConnell / McConnell,Durango / Centinela,11,617
12/4/2019,Westlawn / Vista,Fountain / Figueroa,10,363
11/8/2019,Culver / Berendo,Culver / Charnock,5,332
12/18/2019,Vista / Virgil,Ardmore / 6th,6,459
11/14/2019,McConnell / McConnell,Playa / Overland,9,523
10/10/2019,Exposition / Culver,Overland / McConnell,9,550
12/14/2019,Westlawn / Vista,Fountain / Figueroa,12,551
11/25/2019,McConnell / Inglewood,Vista / Virgil,7,312
12/19/2019,Culver / Berendo,Overland / Olympic,11,557
10/16/2019,Wilcox / Vista,Ballona / Ardmore,17,510
11/3/2019,Vista / Virgil,Hollywood / Fountain,7,519
11/11/2019,Runway / Rowena,Durango / Centinela,15,333
12/14/2019,Beatrice / Ardmore,Berendo / Ballona,5,206
11/30/2019,Vista / Virgil,Overland / Olympic,10,280
12/28/2019,Overland / McConnell,Beatrice / 6th,10,483
9/19/2019,Fountain / Figueroa,Durango / Centinela,11,289
11/23/2019,Culver / Charnock,McConnell / Inglewood,5,480
10/17/2019,Virgil / Vermont,Ballona / Ardmore,8,605
9/27/2019,Playa / Olympic,Vermont / Venice,13,488
11/18/2019,Ardmore / 6th,Vista / Virgil,5,277
11/16/2019,Hollywood / Figueroa,Rodney / Plaza,5,221
12/22/2019,Ardmore / 6th,Olympic / McConnell,6,620
12/30/2019,Rose / Rodney,Vermont / Venice,6,392
9/2/2019,Durango / Charnock,McConnell / McConnell,10,337
9/17/2019,Playa / Olympic,Durango / Centinela,5,310
10/11/2019,Durango / Centinela,Culver / Berendo,18,289
11/4/2019,Sepulveda / Runway,Overland / McConnell,9,416
10/28/2019,Inglewood / Hyperion,Inglewood / Hyperion,33,217
11/18/2019,Ardmore / 6th,Westlawn / Vista,9,290
10/1/2019,Fountain / Figueroa,Fountain / Durango,7,390
12/21/2019,Ballona / Ardmore,Beatrice / Ballona,4,592
12/12/2019,Durango / Centinela,Rose / Rodney,14,614
12/29/2019,Hyperion / Hollywood,Beatrice / Ballona,12,269
12/24/2019,Ballona / Ardmore,Ballona / Ardmore,58,609
10/26/2019,Virgil / Vermont,Vista / Virgil,4,369
10/11/2019,Playa / Olympic,Durango / Centinela,4,498
12/23/2019,Figueroa / Durango,Vermont / Venice,6,286
12/12/2019,Vista / Virgil,Beatrice / Ballona,23,312
9/6/2019,Hollywood / Fountain,Fountain / Durango,7,426
9/10/2019,Berendo / Beatrice,Vista / Virgil,7,335
10/12/2019,Figueroa / Durango,Plaza / Overland,307,332
12/28/2019,Exposition / Culver,Ballona / Ardmore,9,546
9/23/2019,Runway / Rowena,Playa / Overland,22,568
10/16/2019,Westlawn / Vista,Figueroa / Culver,10,351
9/20/2019,McConnell / Inglewood,Vista / Virgil,22,486
9/11/2019,Figueroa / Durango,Ballona / Ardmore,12,630
9/18/2019,Westlawn / Vista,Overland / McConnell,17,417
10/26/2019,Beatrice / Ballona,Vista / Virgil,9,577
11/22/2019,Hollywood / Fountain,Charnock / Beatrice,4,352
9/26/2019,Overland / McConnell,Runway / Rowena,13,417
12/30/2019,Overland / McConnell,Runway / Rowena,12,550
9/9/2019,Berendo / Beatrice,Runway / Rowena,12,479
11/2/2019,Hollywood / Fountain,McConnell / Inglewood,3,487
11/7/2019,McConnell / McConnell,Vista / Virgil,12,461
10/22/2019,Vista / Virgil,Virgil / Vermont,5,379
11/20/2019,Rose / Rodney,Exposition / Culver,16,273
12/2/2019,Playa / Olympic,Durango / Charnock,10,437
10/8/2019,Runway / Rowena,Virgil / Vermont,18,417
12/13/2019,Culver / Charnock,Olympic / McConnell,4,540
9/17/2019,Vista / Virgil,Ballona / Ardmore,6,486
10/14/2019,Overland / Olympic,Durango / Charnock,77,620
11/13/2019,Beatrice / Ardmore,Berendo / Ballona,4,683
9/6/2019,Figueroa / Culver,Durango / Charnock,11,507
9/29/2019,Charnock / Beatrice,Beatrice / Ballona,11,388
11/15/2019,Rowena / Rose,Charnock / Beatrice,14,390
12/15/2019,Fountain / Figueroa,Figueroa / Durango,4,455
10/7/2019,Hyperion / Hollywood,Figueroa / Culver,5,419
12/1/2019,Beatrice / 6th,McConnell / Inglewood,7,536
12/30/2019,Westlawn / Vista,Olympic / McConnell,6,429
12/10/2019,Beatrice / Ballona,Vista / Virgil,10,525
12/25/2019,McConnell / McConnell,Runway / Rowena,6,382
12/8/2019,Beatrice / Ballona,Vista / Virgil,9,330
11/19/2019,Overland / McConnell,Ardmore / 6th,10,331
11/5/2019,Durango / Centinela,Virgil / Vermont,10,502
11/17/2019,Exposition / Culver,Runway / Rowena,10,273
11/3/2019,Overland / McConnell,Culver / Berendo,10,289
10/10/2019,Olympic / McConnell,Westlawn / Vista,7,515
9/12/2019,Ballona / Ardmore,Runway / Rowena,25,492
12/16/2019,Culver / Berendo,Overland / McConnell,14,549
11/15/2019,Vermont / Venice,Figueroa / Durango,5,531
11/12/2019,Venice / Sepulveda,Venice / Sepulveda,7,654
9/10/2019,Berendo / Beatrice,Overland / McConnell,7,497
11/21/2019,Ballona / Ardmore,Playa / Olympic,5,605
10/20/2019,Berendo / Ballona,Beatrice / Ardmore,4,683
11/29/2019,Vermont / Sepulveda,Rowena / Rodney,5,34
9/12/2019,Hollywood / Fountain,Playa / Overland,16,534
11/7/2019,Charnock / Beatrice,Beatrice / Ballona,9,390
11/6/2019,Fountain / Figueroa,Durango / Centinela,41,259
12/1/2019,Fountain / Durango,Overland / McConnell,6,328
12/9/2019,Runway / Rowena,Ballona / Ardmore,12,335
12/22/2019,McConnell / Inglewood,Culver / Berendo,7,340
12/28/2019,Hyperion / Hollywood,Culver / Berendo,8,442
12/20/2019,Runway / Rowena,Overland / McConnell,13,382
9/28/2019,Vista / Virgil,Ballona / Ardmore,8,577
9/9/2019,Westlawn / Vista,Beatrice / 6th,8,463
9/11/2019,Vista / Virgil,Beatrice / 6th,9,427
9/9/2019,Virgil / Vermont,Runway / Rowena,9,612
9/9/2019,Vista / Virgil,Overland / McConnell,9,525
11/17/2019,Figueroa / Culver,Runway / Rowena,7,419
10/24/2019,Culver / Charnock,Overland / Olympic,9,271
9/26/2019,Beatrice / Ballona,Runway / Rowena,6,285
10/24/2019,Ardmore / 6th,Playa / Olympic,11,441
11/10/2019,Durango / Centinela,Playa / Olympic,5,355
12/28/2019,Olympic / McConnell,Charnock / Beatrice,5,553
12/1/2019,Durango / Charnock,Plaza / Overland,14,522
12/30/2019,Beatrice / 6th,Berendo / Beatrice,10,318
10/20/2019,Ballona / Ardmore,Ardmore / 6th,4,497
10/9/2019,Overland / McConnell,Ballona / Ardmore,8,439
12/22/2019,Berendo / Ballona,Beatrice / Ardmore,5,196
11/29/2019,Culver / Charnock,Playa / Olympic,12,580
12/20/2019,Vista / Virgil,Overland / McConnell,15,516
11/5/2019,Beatrice / 6th,Playa / Overland,7,361
10/16/2019,Culver / Charnock,Virgil / Vermont,8,501
9/18/2019,Westlawn / Vista,Vermont / Venice,13,288
12/22/2019,Ballona / Ardmore,Vista / Virgil,5,577
12/12/2019,Vista / Virgil,Fountain / Durango,31,450
12/11/2019,Overland / McConnell,Westlawn / Vista,14,525
9/11/2019,Exposition / Culver,Hollywood / Fountain,7,397
11/25/2019,Beatrice / Ballona,Durango / Charnock,13,334
12/3/2019,Ballona / Ardmore,Plaza / Overland,235,402
11/14/2019,Vermont / Venice,Overland / McConnell,11,489
10/28/2019,Durango / Centinela,Overland / McConnell,5,259
9/16/2019,Overland / Olympic,Overland / McConnell,16,591
12/27/2019,Vermont / Venice,Figueroa / Durango,5,523
9/24/2019,Culver / Charnock,Hyperion / Hollywood,5,513
12/3/2019,Beatrice / Ballona,Playa / Overland,11,394
10/15/2019,Rowena / Rose,Ardmore / 6th,11,417
10/4/2019,Durango / Centinela,Fountain / Figueroa,7,461
11/7/2019,Hollywood / Fountain,Culver / Berendo,7,397
10/2/2019,Berendo / Beatrice,Culver / Berendo,8,474
11/5/2019,Hollywood / Fountain,Olympic / McConnell,5,291
9/21/2019,Hollywood / Fountain,Runway / Rowena,4,519
9/22/2019,Playa / Overland,Beatrice / Ballona,13,534
9/11/2019,Olympic / McConnell,Overland / McConnell,10,580
9/10/2019,Durango / Centinela,Figueroa / Durango,14,486
10/19/2019,Hyperion / Hollywood,Olympic / McConnell,8,513
9/10/2019,Hyperion / Hollywood,Overland / McConnell,12,545
11/14/2019,Ballona / Ardmore,Plaza / Overland,13,630
11/12/2019,McConnell / McConnell,Beatrice / Ballona,7,520
11/7/2019,Hollywood / Fountain,Fountain / Figueroa,11,462
12/1/2019,Durango / Charnock,Ardmore / 6th,4,444
11/10/2019,Ballona / Ardmore,Vista / Virgil,7,478
12/29/2019,Playa / Overland,McConnell / McConnell,8,394
9/15/2019,Durango / Centinela,Beatrice / Ballona,8,310
9/30/2019,Ardmore / 6th,Overland / McConnell,6,518
12/16/2019,Ballona / Ardmore,Berendo / Beatrice,8,505
9/11/2019,Figueroa / Durango,Culver / Berendo,8,340
12/7/2019,Fountain / Durango,Overland / McConnell,8,570
12/24/2019,Overland / Olympic,Overland / Olympic,3,434
11/30/2019,Overland / Olympic,Wilcox / Vista,25,495
11/27/2019,Inglewood / Hyperion,Centinela / Beatrice,6,51
9/22/2019,Exposition / Culver,McConnell / Inglewood,8,503
12/11/2019,Vermont / Venice,Fountain / Durango,12,317
10/1/2019,Vermont / Sepulveda,Charnock / Centinela,5,642
10/28/2019,Berendo / Ballona,Beatrice / Ardmore,4,241
9/24/2019,Durango / Centinela,Overland / McConnell,6,498
9/30/2019,Virgil / Vermont,Overland / McConnell,13,506
9/26/2019,Playa / Olympic,Durango / Centinela,4,587
11/16/2019,Berendo / Ballona,Berendo / Ballona,38,191
11/10/2019,Durango / Charnock,Beatrice / 6th,11,444
11/27/2019,Durango / Centinela,Overland / McConnell,5,362
9/24/2019,Fountain / Durango,Rowena / Rose,6,518
9/25/2019,Virgil / Vermont,Ballona / Ardmore,8,539
11/4/2019,Charnock / Beatrice,Beatrice / Ballona,8,568
10/20/2019,Fountain / Figueroa,Rose / Rodney,5,278
12/4/2019,Overland / Olympic,McConnell / McConnell,11,434
10/27/2019,Durango / Centinela,Overland / McConnell,6,260
9/2/2019,Durango / Centinela,Overland / McConnell,5,559
9/11/2019,Figueroa / Durango,Hollywood / Fountain,23,531
10/12/2019,Ardmore / 6th,Vista / Virgil,4,367
11/26/2019,Rowena / Rodney,Rowena / Rodney,13,649
9/9/2019,Beatrice / Ballona,Durango / Charnock,9,548
10/16/2019,Overland / McConnell,Overland / Olympic,18,570
11/18/2019,Overland / McConnell,Plaza / Overland,13,380
10/25/2019,Runway / Rowena,Durango / Charnock,8,354
9/6/2019,Overland / McConnell,Runway / Rowena,13,494
11/16/2019,Culver / Berendo,Fountain / Figueroa,8,401
9/4/2019,Ardmore / 6th,Hollywood / Fountain,8,313
10/29/2019,Culver / Berendo,Hollywood / Fountain,5,397
11/6/2019,Fountain / Figueroa,Rose / Rodney,5,462
9/3/2019,Overland / McConnell,Runway / Rowena,13,450
12/7/2019,Overland / McConnell,Sepulveda / Runway,10,455
10/21/2019,Westlawn / Vista,Virgil / Vermont,5,337
10/24/2019,Overland / McConnell,Vista / Virgil,9,362
9/14/2019,Berendo / Ballona,Beatrice / Ardmore,5,55
9/6/2019,Venice / Runway,Ballona / 6th,4,660
11/27/2019,Rodney / Playa,Culver / Centinela,4,697
9/21/2019,Fountain / Figueroa,Overland / Olympic,20,331
12/10/2019,Overland / McConnell,Charnock / Beatrice,10,376
12/14/2019,Wilcox / Vista,Overland / McConnell,11,364
9/24/2019,Overland / McConnell,Olympic / McConnell,13,478
9/2/2019,Runway / Rowena,Beatrice / Ballona,9,520
10/19/2019,Culver / Berendo,Fountain / Figueroa,10,389
12/30/2019,Rowena / Rose,Beatrice / Ballona,17,593
10/24/2019,Overland / McConnell,Beatrice / Ballona,5,381
12/19/2019,Culver / Berendo,Playa / Olympic,9,454
12/20/2019,Wilcox / Vista,Vermont / Venice,2,286
10/21/2019,Rowena / Rose,Figueroa / Durango,11,505
10/15/2019,Ballona / Ardmore,Charnock / Beatrice,9,629
10/20/2019,Charnock / Beatrice,Playa / Overland,5,357
11/20/2019,Vista / Virgil,Ballona / Ardmore,7,624
9/17/2019,Overland / McConnell,Runway / Rowena,11,489
12/18/2019,Playa / Olympic,McConnell / McConnell,93,594
9/3/2019,Overland / McConnell,Durango / Centinela,7,382
9/7/2019,Olympic / McConnell,Overland / Olympic,13,282
10/26/2019,Fountain / Figueroa,Vista / Virgil,9,280
9/23/2019,Wilcox / Vista,Olympic / McConnell,18,481
9/24/2019,Durango / Charnock,Sepulveda / Runway,4,483
9/19/2019,Rose / Rodney,Virgil / Vermont,10,521
10/13/2019,Beatrice / Ballona,Westlawn / Vista,11,515
9/15/2019,Centinela / Beatrice,Exposition / Durango,18,261
12/9/2019,Runway / Rowena,Playa / Olympic,11,489
12/20/2019,Culver / Berendo,Virgil / Vermont,14,634
10/25/2019,Westlawn / Vista,Rose / Rodney,10,603
10/19/2019,Rose / Rodney,Hollywood / Fountain,13,325
11/18/2019,Runway / Rowena,Beatrice / Ballona,10,532
12/19/2019,McConnell / McConnell,Playa / Overland,9,513
9/17/2019,Ballona / Ardmore,Overland / Olympic,14,546
10/3/2019,Overland / McConnell,Fountain / Durango,11,491
9/8/2019,Overland / McConnell,Olympic / McConnell,9,604
9/6/2019,Playa / Overland,Overland / McConnell,101,357
11/20/2019,Culver / Charnock,Overland / Olympic,10,412
12/24/2019,Overland / McConnell,Westlawn / Vista,19,269
11/17/2019,McConnell / McConnell,Hyperion / Hollywood,9,420
11/12/2019,Figueroa / Durango,Vermont / Venice,7,523
11/23/2019,Culver / Berendo,Figueroa / Culver,10,390
11/27/2019,Charnock / Beatrice,Beatrice / Ballona,11,348
11/24/2019,Rose / Rodney,Durango / Centinela,8,585
9/11/2019,Culver / Berendo,Westlawn / Vista,6,418
11/12/2019,Runway / Rowena,Playa / Overland,4,273
