Date,Factory,Market,Units
3/24/2012,San Antonio,Canada,292
3/24/2012,San Antonio,China,281
3/24/2012,San Antonio,France,128
3/24/2012,San Antonio,Germany,104
3/24/2012,San Antonio,India,87
3/24/2012,San Antonio,Indonesia,170
3/24/2012,San Antonio,Iran,145
3/24/2012,San Antonio,Italy,198
3/24/2012,San Antonio,Japan,97
3/24/2012,San Antonio,Mexico,203
3/24/2012,San Antonio,Netherlands,189
3/24/2012,San Antonio,Poland,214
3/24/2012,San Antonio,Russia,85
3/24/2012,San Antonio,South Korea,258
3/24/2012,San Antonio,Spain,78
3/24/2012,San Antonio,Taiwan,89
3/24/2012,San Antonio,Turkey,47
3/24/2012,San Antonio,United Kingdom,271
3/24/2012,San Diego,Australia,159
3/24/2012,San Diego,Brazil,79
3/24/2012,San Diego,Canada,209
3/24/2012,San Diego,China,149
3/24/2012,San Diego,France,116
3/24/2012,San Diego,Germany,95
3/24/2012,San Diego,India,218
3/24/2012,San Diego,Indonesia,32
3/24/2012,San Diego,Iran,29
3/24/2012,San Diego,Italy,222
3/24/2012,San Diego,Japan,284
3/24/2012,San Diego,Mexico,291
3/24/2012,San Diego,Netherlands,128
3/24/2012,San Diego,Poland,116
3/24/2012,San Diego,Russia,171
3/24/2012,San Diego,South Korea,194
3/24/2012,San Diego,Spain,176
3/24/2012,San Diego,Taiwan,158
3/24/2012,San Diego,Turkey,295
3/24/2012,San Diego,United Kingdom,156
3/24/2012,San Francisco,Australia,105
3/24/2012,San Francisco,Brazil,44
3/24/2012,San Francisco,Canada,63
3/24/2012,San Francisco,China,239
3/24/2012,San Francisco,France,105
3/24/2012,San Francisco,Germany,141
3/24/2012,San Francisco,India,50
3/24/2012,San Francisco,Indonesia,57
3/24/2012,San Francisco,Iran,285
3/24/2012,San Francisco,Italy,261
3/24/2012,San Francisco,Japan,102
3/24/2012,San Francisco,Mexico,168
3/24/2012,San Francisco,Netherlands,100
3/24/2012,San Francisco,Poland,220
3/24/2012,San Francisco,Russia,139
3/24/2012,San Francisco,South Korea,151
3/24/2012,San Francisco,Spain,238
3/24/2012,San Francisco,Taiwan,229
3/24/2012,San Francisco,Turkey,273
3/24/2012,San Francisco,United Kingdom,62
3/24/2012,San Jose,Australia,92
3/24/2012,San Jose,Brazil,257
3/24/2012,San Jose,Canada,255
3/24/2012,San Jose,China,160
3/24/2012,San Jose,France,110
3/24/2012,San Jose,Germany,191
3/24/2012,San Jose,India,162
3/24/2012,San Jose,Indonesia,138
3/24/2012,San Jose,Iran,72
3/24/2012,San Jose,Italy,214
3/24/2012,San Jose,Japan,271
3/24/2012,San Jose,Mexico,67
3/24/2012,San Jose,Netherlands,264
3/24/2012,San Jose,Poland,210
3/24/2012,San Jose,Russia,294
3/24/2012,San Jose,South Korea,160
3/24/2012,San Jose,Spain,124
3/24/2012,San Jose,Taiwan,221
3/24/2012,San Jose,Turkey,168
3/24/2012,San Jose,United Kingdom,246
3/24/2012,Seattle,Australia,128
3/24/2012,Seattle,Brazil,181
3/24/2012,Seattle,Canada,218
3/24/2012,Seattle,China,146
3/24/2012,Seattle,France,30
3/24/2012,Seattle,Germany,98
3/24/2012,Seattle,India,172
3/24/2012,Seattle,Indonesia,167
3/24/2012,Seattle,Iran,47
3/24/2012,Seattle,Italy,61
3/24/2012,Seattle,Japan,280
3/24/2012,Seattle,Mexico,133
3/24/2012,Seattle,Netherlands,50
3/24/2012,Seattle,Poland,219
3/24/2012,Seattle,Russia,197
3/24/2012,Seattle,South Korea,161
3/24/2012,Seattle,Spain,211
3/24/2012,Seattle,Taiwan,78
3/24/2012,Seattle,Turkey,32
3/24/2012,Seattle,United Kingdom,293
3/24/2012,Washington,Australia,145
3/24/2012,Washington,Brazil,20
3/24/2012,Washington,Canada,134
3/24/2012,Washington,China,200
3/24/2012,Washington,France,183
3/24/2012,Washington,Germany,280
3/24/2012,Washington,India,221
3/24/2012,Washington,Indonesia,217
3/24/2012,Washington,Iran,146
3/24/2012,Washington,Italy,231
3/24/2012,Washington,Japan,59
3/24/2012,Washington,Mexico,135
3/24/2012,Washington,Netherlands,127
3/24/2012,Washington,Poland,43
3/24/2012,Washington,Russia,66
3/24/2012,Washington,South Korea,247
3/24/2012,Washington,Spain,246
3/24/2012,Washington,Taiwan,193
3/24/2012,Washington,Turkey,68
3/24/2012,Washington,United Kingdom,189
3/25/2012,Austin,Australia,162
3/25/2012,Austin,Brazil,167
3/25/2012,Austin,Canada,253
3/25/2012,Austin,China,85
3/25/2012,Austin,France,262
3/25/2012,Austin,Germany,112
3/25/2012,Austin,India,116
3/25/2012,Austin,Indonesia,177
3/25/2012,Austin,Iran,278
3/25/2012,Austin,Italy,203
3/25/2012,Austin,Japan,105
3/25/2012,Austin,Mexico,272
3/25/2012,Austin,Netherlands,179
3/25/2012,Austin,Poland,187
3/25/2012,Austin,Russia,269
3/25/2012,Austin,South Korea,160
3/25/2012,Austin,Spain,252
3/25/2012,Austin,Taiwan,56
3/25/2012,Austin,Turkey,180
3/25/2012,Austin,United Kingdom,45
3/25/2012,Baltimore,Australia,26
3/25/2012,Baltimore,Brazil,24
3/25/2012,Baltimore,Canada,180
3/25/2012,Baltimore,China,273
3/25/2012,Baltimore,France,62
3/25/2012,Baltimore,Germany,78
3/25/2012,Baltimore,India,51
3/25/2012,Baltimore,Indonesia,271
3/25/2012,Baltimore,Iran,237
3/25/2012,Baltimore,Italy,285
3/25/2012,Baltimore,Japan,36
3/25/2012,Baltimore,Mexico,155
3/25/2012,Baltimore,Netherlands,183
3/25/2012,Baltimore,Poland,229
3/25/2012,Baltimore,Russia,242
3/25/2012,Baltimore,South Korea,73
3/25/2012,Baltimore,Spain,58
3/25/2012,Baltimore,Taiwan,214
3/25/2012,Baltimore,Turkey,143
3/25/2012,Baltimore,United Kingdom,112
3/25/2012,Boston,Australia,85
3/25/2012,Boston,Brazil,128
3/25/2012,Boston,Canada,298
3/25/2012,Boston,China,46
3/25/2012,Boston,France,66
3/25/2012,Boston,Germany,201
3/25/2012,Boston,India,73
3/25/2012,Boston,Indonesia,44
3/25/2012,Boston,Iran,295
3/25/2012,Boston,Italy,166
3/25/2012,Boston,Japan,59
3/25/2012,Boston,Mexico,143
3/25/2012,Boston,Netherlands,140
3/25/2012,Boston,Poland,253
3/25/2012,Boston,Russia,150
3/25/2012,Boston,South Korea,244
3/25/2012,Boston,Spain,41
3/25/2012,Boston,Taiwan,143
3/25/2012,Boston,Turkey,111
3/25/2012,Boston,United Kingdom,228
3/25/2012,Charlotte,Australia,37
3/25/2012,Charlotte,Brazil,261
3/25/2012,Charlotte,Canada,118
3/25/2012,Charlotte,China,64
3/25/2012,Charlotte,France,45
3/25/2012,Charlotte,Germany,116
3/25/2012,Charlotte,India,229
3/25/2012,Charlotte,Indonesia,56
3/25/2012,Charlotte,Iran,281
3/25/2012,Charlotte,Italy,292
3/25/2012,Charlotte,Japan,108
3/25/2012,Charlotte,Mexico,61
3/25/2012,Charlotte,Netherlands,289
3/25/2012,Charlotte,Poland,274
3/25/2012,Charlotte,Russia,103
3/25/2012,Charlotte,South Korea,229
3/25/2012,Charlotte,Spain,289
3/25/2012,Charlotte,Taiwan,263
3/25/2012,Charlotte,Turkey,122
3/25/2012,Charlotte,United Kingdom,75
3/25/2012,Chicago,Australia,132
3/25/2012,Chicago,Brazil,101
3/25/2012,Chicago,Canada,169
3/25/2012,Chicago,China,166
3/25/2012,Chicago,France,265
3/25/2012,Chicago,Germany,96
3/25/2012,Chicago,India,24
3/25/2012,Chicago,Indonesia,240
3/25/2012,Chicago,Iran,181
3/25/2012,Chicago,Italy,111
3/25/2012,Chicago,Japan,187
3/25/2012,Chicago,Mexico,146
3/25/2012,Chicago,Netherlands,271
3/25/2012,Chicago,Poland,67
3/25/2012,Chicago,Russia,191
3/25/2012,Chicago,South Korea,253
3/25/2012,Chicago,Spain,27
3/25/2012,Chicago,Taiwan,41
3/25/2012,Chicago,Turkey,175
3/25/2012,Chicago,United Kingdom,93
3/25/2012,Columbus,Australia,126
3/25/2012,Columbus,Brazil,25
3/25/2012,Columbus,Canada,289
3/25/2012,Columbus,China,271
3/25/2012,Columbus,France,39
3/25/2012,Columbus,Germany,205
3/25/2012,Columbus,India,52
3/25/2012,Columbus,Indonesia,215
3/25/2012,Columbus,Iran,143
3/25/2012,Columbus,Italy,215
3/25/2012,Columbus,Japan,136
3/25/2012,Columbus,Mexico,210
3/25/2012,Columbus,Netherlands,70
3/25/2012,Columbus,Poland,71
3/25/2012,Columbus,Russia,123
3/25/2012,Columbus,South Korea,193
3/25/2012,Columbus,Spain,159
3/25/2012,Columbus,Taiwan,259
3/25/2012,Columbus,Turkey,258
3/25/2012,Columbus,United Kingdom,54
3/25/2012,Dallas,Australia,216
3/25/2012,Dallas,Brazil,119
3/25/2012,Dallas,Canada,21
3/25/2012,Dallas,China,241
3/25/2012,Dallas,France,43
3/25/2012,Dallas,Germany,201
3/25/2012,Dallas,India,273
3/25/2012,Dallas,Indonesia,26
3/25/2012,Dallas,Iran,84
3/25/2012,Dallas,Italy,228
3/25/2012,Dallas,Japan,55
3/25/2012,Dallas,Mexico,196
3/25/2012,Dallas,Netherlands,159
3/25/2012,Dallas,Poland,128
3/25/2012,Dallas,Russia,42
3/25/2012,Dallas,South Korea,276
3/25/2012,Dallas,Spain,179
3/25/2012,Dallas,Taiwan,56
3/25/2012,Dallas,Turkey,172
3/25/2012,Dallas,United Kingdom,152
3/25/2012,Denver,Australia,164
3/25/2012,Denver,Brazil,180
3/25/2012,Denver,Canada,52
3/25/2012,Denver,China,72
3/25/2012,Denver,France,34
3/25/2012,Denver,Germany,83
3/25/2012,Denver,India,125
3/25/2012,Denver,Indonesia,258
3/25/2012,Denver,Iran,236
3/25/2012,Denver,Italy,298
3/25/2012,Denver,Japan,117
3/25/2012,Denver,Mexico,187
3/25/2012,Denver,Netherlands,24
3/25/2012,Denver,Poland,29
3/25/2012,Denver,Russia,211
3/25/2012,Denver,South Korea,257
3/25/2012,Denver,Spain,151
3/25/2012,Denver,Taiwan,53
3/25/2012,Denver,Turkey,227
3/25/2012,Denver,United Kingdom,69
3/25/2012,Detroit,Australia,107
3/25/2012,Detroit,Brazil,41
3/25/2012,Detroit,Canada,263
3/25/2012,Detroit,China,61
3/25/2012,Detroit,France,150
3/25/2012,Detroit,Germany,268
3/25/2012,Detroit,India,251
3/25/2012,Detroit,Indonesia,43
3/25/2012,Detroit,Iran,194
3/25/2012,Detroit,Italy,34
3/25/2012,Detroit,Japan,252
3/25/2012,Detroit,Mexico,259
3/25/2012,Detroit,Netherlands,106
3/25/2012,Detroit,Poland,140
3/25/2012,Detroit,Russia,203
3/25/2012,Detroit,South Korea,293
3/25/2012,Detroit,Spain,149
3/25/2012,Detroit,Taiwan,58
3/25/2012,Detroit,Turkey,132
3/25/2012,Detroit,United Kingdom,38
3/25/2012,El Paso,Australia,70
3/25/2012,El Paso,Brazil,252
3/25/2012,El Paso,Canada,109
3/25/2012,El Paso,China,117
3/25/2012,El Paso,France,218
3/25/2012,El Paso,Germany,70
3/25/2012,El Paso,India,68
3/25/2012,El Paso,Indonesia,135
3/25/2012,El Paso,Iran,206
3/25/2012,El Paso,Italy,299
3/25/2012,El Paso,Japan,300
3/25/2012,El Paso,Mexico,85
3/25/2012,El Paso,Netherlands,211
3/25/2012,El Paso,Poland,192
3/25/2012,El Paso,Russia,198
3/25/2012,El Paso,South Korea,205
3/25/2012,El Paso,Spain,169
3/25/2012,El Paso,Taiwan,258
3/25/2012,El Paso,Turkey,279
3/25/2012,El Paso,United Kingdom,194
3/25/2012,Fort Worth,Australia,140
3/25/2012,Fort Worth,Brazil,276
3/25/2012,Fort Worth,Canada,290
3/25/2012,Fort Worth,China,101
3/25/2012,Fort Worth,France,104
3/25/2012,Fort Worth,Germany,247
3/25/2012,Fort Worth,India,272
3/25/2012,Fort Worth,Indonesia,282
3/25/2012,Fort Worth,Iran,144
3/25/2012,Fort Worth,Italy,133
3/25/2012,Fort Worth,Japan,271
3/25/2012,Fort Worth,Mexico,254
3/25/2012,Fort Worth,Netherlands,184
3/25/2012,Fort Worth,Poland,251
3/25/2012,Fort Worth,Russia,144
3/25/2012,Fort Worth,South Korea,126
3/25/2012,Fort Worth,Spain,138
3/25/2012,Fort Worth,Taiwan,87
3/25/2012,Fort Worth,Turkey,152
3/25/2012,Fort Worth,United Kingdom,241
3/25/2012,Houston,Australia,86
3/25/2012,Houston,Brazil,93
3/25/2012,Houston,Canada,275
3/25/2012,Houston,China,123
3/25/2012,Houston,France,135
3/25/2012,Houston,Germany,235
3/25/2012,Houston,India,125
3/25/2012,Houston,Indonesia,224
3/25/2012,Houston,Iran,79
3/25/2012,Houston,Italy,79
3/25/2012,Houston,Japan,202
3/25/2012,Houston,Mexico,59
3/25/2012,Houston,Netherlands,32
3/25/2012,Houston,Poland,294
3/25/2012,Houston,Russia,231
3/25/2012,Houston,South Korea,64
3/25/2012,Houston,Spain,157
3/25/2012,Houston,Taiwan,32
3/25/2012,Houston,Turkey,106
3/25/2012,Houston,United Kingdom,279
3/25/2012,Indianapolis,Australia,270
3/25/2012,Indianapolis,Brazil,76
3/25/2012,Indianapolis,Canada,136
3/25/2012,Indianapolis,China,133
3/25/2012,Indianapolis,France,140
3/25/2012,Indianapolis,Germany,292
3/25/2012,Indianapolis,India,184
3/25/2012,Indianapolis,Indonesia,115
3/25/2012,Indianapolis,Iran,20
3/25/2012,Indianapolis,Italy,79
3/25/2012,Indianapolis,Japan,97
3/25/2012,Indianapolis,Mexico,66
3/25/2012,Indianapolis,Netherlands,25
3/25/2012,Indianapolis,Poland,72
3/25/2012,Indianapolis,Russia,282
3/25/2012,Indianapolis,South Korea,35
3/25/2012,Indianapolis,Spain,253
3/25/2012,Indianapolis,Taiwan,45
3/25/2012,Indianapolis,Turkey,167
3/25/2012,Indianapolis,United Kingdom,32
3/25/2012,Jacksonville,Australia,199
3/25/2012,Jacksonville,Brazil,243
3/25/2012,Jacksonville,Canada,187
3/25/2012,Jacksonville,China,242
3/25/2012,Jacksonville,France,185
3/25/2012,Jacksonville,Germany,53
3/25/2012,Jacksonville,India,248
3/25/2012,Jacksonville,Indonesia,138
3/25/2012,Jacksonville,Iran,258
3/25/2012,Jacksonville,Italy,107
3/25/2012,Jacksonville,Japan,41
3/25/2012,Jacksonville,Mexico,224
3/25/2012,Jacksonville,Netherlands,275
3/25/2012,Jacksonville,Poland,121
3/25/2012,Jacksonville,Russia,213
3/25/2012,Jacksonville,South Korea,95
3/25/2012,Jacksonville,Spain,28
3/25/2012,Jacksonville,Taiwan,75
3/25/2012,Jacksonville,Turkey,80
3/25/2012,Jacksonville,United Kingdom,154
3/25/2012,Las Vegas,Australia,223
3/25/2012,Las Vegas,Brazil,175
3/25/2012,Las Vegas,Canada,159
3/25/2012,Las Vegas,China,275
3/25/2012,Las Vegas,France,209
3/25/2012,Las Vegas,Germany,102
3/25/2012,Las Vegas,India,45
3/25/2012,Las Vegas,Indonesia,179
3/25/2012,Las Vegas,Iran,206
3/25/2012,Las Vegas,Italy,36
3/25/2012,Las Vegas,Japan,73
3/25/2012,Las Vegas,Mexico,161
3/25/2012,Las Vegas,Netherlands,21
3/25/2012,Las Vegas,Poland,180
3/25/2012,Las Vegas,Russia,294
3/25/2012,Las Vegas,South Korea,156
3/25/2012,Las Vegas,Spain,177
3/25/2012,Las Vegas,Taiwan,221
3/25/2012,Las Vegas,Turkey,167
3/25/2012,Las Vegas,United Kingdom,150
3/25/2012,Los Angeles,Australia,75
3/25/2012,Los Angeles,Brazil,65
3/25/2012,Los Angeles,Canada,90
3/25/2012,Los Angeles,China,189
3/25/2012,Los Angeles,France,144
3/25/2012,Los Angeles,Germany,109
3/25/2012,Los Angeles,India,139
3/25/2012,Los Angeles,Indonesia,192
3/25/2012,Los Angeles,Iran,131
3/25/2012,Los Angeles,Italy,239
3/25/2012,Los Angeles,Japan,217
3/25/2012,Los Angeles,Mexico,91
3/25/2012,Los Angeles,Netherlands,251
3/25/2012,Los Angeles,Poland,230
3/25/2012,Los Angeles,Russia,39
3/25/2012,Los Angeles,South Korea,268
3/25/2012,Los Angeles,Spain,60
3/25/2012,Los Angeles,Taiwan,69
3/25/2012,Los Angeles,Turkey,90
3/25/2012,Los Angeles,United Kingdom,224
3/25/2012,Louisville-Jefferson County,Australia,203
3/25/2012,Louisville-Jefferson County,Brazil,180
3/25/2012,Louisville-Jefferson County,Canada,278
3/25/2012,Louisville-Jefferson County,China,106
3/25/2012,Louisville-Jefferson County,France,103
3/25/2012,Louisville-Jefferson County,Germany,297
3/25/2012,Louisville-Jefferson County,India,196
3/25/2012,Louisville-Jefferson County,Indonesia,115
3/25/2012,Louisville-Jefferson County,Iran,206
3/25/2012,Louisville-Jefferson County,Italy,81
3/25/2012,Louisville-Jefferson County,Japan,248
3/25/2012,Louisville-Jefferson County,Mexico,244
3/25/2012,Louisville-Jefferson County,Netherlands,138
3/25/2012,Louisville-Jefferson County,Poland,32
3/25/2012,Louisville-Jefferson County,Russia,185
3/25/2012,Louisville-Jefferson County,South Korea,293
3/25/2012,Louisville-Jefferson County,Spain,277
3/25/2012,Louisville-Jefferson County,Taiwan,148
3/25/2012,Louisville-Jefferson County,Turkey,248
3/25/2012,Louisville-Jefferson County,United Kingdom,212
3/25/2012,Memphis,Australia,241
3/25/2012,Memphis,Brazil,77
3/25/2012,Memphis,Canada,277
3/25/2012,Memphis,China,104
3/25/2012,Memphis,France,164
3/25/2012,Memphis,Germany,198
3/25/2012,Memphis,India,210
3/25/2012,Memphis,Indonesia,236
3/25/2012,Memphis,Iran,69
3/25/2012,Memphis,Italy,233
3/25/2012,Memphis,Japan,130
3/25/2012,Memphis,Mexico,54
3/25/2012,Memphis,Netherlands,291
3/25/2012,Memphis,Poland,288
3/25/2012,Memphis,Russia,232
3/25/2012,Memphis,South Korea,107
3/25/2012,Memphis,Spain,88
3/25/2012,Memphis,Taiwan,209
3/25/2012,Memphis,Turkey,144
3/25/2012,Memphis,United Kingdom,24
3/25/2012,Milwaukee,Australia,76
3/25/2012,Milwaukee,Brazil,73
3/25/2012,Milwaukee,Canada,241
3/25/2012,Milwaukee,China,278
3/25/2012,Milwaukee,France,49
3/25/2012,Milwaukee,Germany,248
3/25/2012,Milwaukee,India,38
3/25/2012,Milwaukee,Indonesia,28
3/25/2012,Milwaukee,Iran,91
3/25/2012,Milwaukee,Italy,265
3/25/2012,Milwaukee,Japan,47
3/25/2012,Milwaukee,Mexico,288
3/25/2012,Milwaukee,Netherlands,116
3/25/2012,Milwaukee,Poland,102
3/25/2012,Milwaukee,Russia,215
3/25/2012,Milwaukee,South Korea,228
3/25/2012,Milwaukee,Spain,35
3/25/2012,Milwaukee,Taiwan,176
3/25/2012,Milwaukee,Turkey,74
3/25/2012,Milwaukee,United Kingdom,32
3/25/2012,Nashville-Davidson,Australia,271
3/25/2012,Nashville-Davidson,Brazil,279
3/25/2012,Nashville-Davidson,Canada,38
3/25/2012,Nashville-Davidson,China,88
3/25/2012,Nashville-Davidson,France,43
3/25/2012,Nashville-Davidson,Germany,105
3/25/2012,Nashville-Davidson,India,125
3/25/2012,Nashville-Davidson,Indonesia,169
3/25/2012,Nashville-Davidson,Iran,52
3/25/2012,Nashville-Davidson,Italy,120
3/25/2012,Nashville-Davidson,Japan,33
3/25/2012,Nashville-Davidson,Mexico,90
3/25/2012,Nashville-Davidson,Netherlands,40
3/25/2012,Nashville-Davidson,Poland,179
3/25/2012,Nashville-Davidson,Russia,271
3/25/2012,Nashville-Davidson,South Korea,159
3/25/2012,Nashville-Davidson,Spain,275
3/25/2012,Nashville-Davidson,Taiwan,230
3/25/2012,Nashville-Davidson,Turkey,108
3/25/2012,Nashville-Davidson,United Kingdom,218
3/25/2012,New York,Australia,201
3/25/2012,New York,Brazil,202
3/25/2012,New York,Canada,98
3/25/2012,New York,China,246
3/25/2012,New York,France,37
3/25/2012,New York,Germany,242
3/25/2012,New York,India,168
3/25/2012,New York,Indonesia,164
3/25/2012,New York,Iran,236
3/25/2012,New York,Italy,215
3/25/2012,New York,Japan,210
3/25/2012,New York,Mexico,46
3/25/2012,New York,Netherlands,180
3/25/2012,New York,Poland,233
3/25/2012,New York,Russia,90
3/25/2012,New York,South Korea,269
3/25/2012,New York,Spain,86
3/25/2012,New York,Taiwan,127
3/25/2012,New York,Turkey,254
3/25/2012,New York,United Kingdom,64
3/25/2012,Philadelphia,Australia,118
3/25/2012,Philadelphia,Brazil,246
3/25/2012,Philadelphia,Canada,197
3/25/2012,Philadelphia,China,218
3/25/2012,Philadelphia,France,130
3/25/2012,Philadelphia,Germany,129
3/25/2012,Philadelphia,India,299
3/25/2012,Philadelphia,Indonesia,169
3/25/2012,Philadelphia,Iran,44
3/25/2012,Philadelphia,Italy,62
3/25/2012,Philadelphia,Japan,285
3/25/2012,Philadelphia,Mexico,166
3/25/2012,Philadelphia,Netherlands,57
3/25/2012,Philadelphia,Poland,224
3/25/2012,Philadelphia,Russia,229
3/25/2012,Philadelphia,South Korea,121
3/25/2012,Philadelphia,Spain,66
3/25/2012,Philadelphia,Taiwan,277
3/25/2012,Philadelphia,Turkey,137
3/25/2012,Philadelphia,United Kingdom,272
3/25/2012,Phoenix,Australia,177
3/25/2012,Phoenix,Brazil,31
3/25/2012,Phoenix,Canada,187
3/25/2012,Phoenix,China,219
3/25/2012,Phoenix,France,132
3/25/2012,Phoenix,Germany,264
3/25/2012,Phoenix,India,248
3/25/2012,Phoenix,Indonesia,154
3/25/2012,Phoenix,Iran,92
3/25/2012,Phoenix,Italy,129
3/25/2012,Phoenix,Japan,77
3/25/2012,Phoenix,Mexico,21
3/25/2012,Phoenix,Netherlands,214
3/25/2012,Phoenix,Poland,60
3/25/2012,Phoenix,Russia,104
3/25/2012,Phoenix,South Korea,143
3/25/2012,Phoenix,Spain,188
3/25/2012,Phoenix,Taiwan,268
3/25/2012,Phoenix,Turkey,217
3/25/2012,Phoenix,United Kingdom,236
3/25/2012,Portland,Australia,54
3/25/2012,Portland,Brazil,170
3/25/2012,Portland,Canada,131
3/25/2012,Portland,China,128
3/25/2012,Portland,France,252
3/25/2012,Portland,Germany,131
3/25/2012,Portland,India,112
3/25/2012,Portland,Indonesia,268
3/25/2012,Portland,Iran,206
3/25/2012,Portland,Italy,153
3/25/2012,Portland,Japan,197
3/25/2012,Portland,Mexico,297
3/25/2012,Portland,Netherlands,59
3/25/2012,Portland,Poland,129
3/25/2012,Portland,Russia,83
3/25/2012,Portland,South Korea,145
3/25/2012,Portland,Spain,74
3/25/2012,Portland,Taiwan,163
3/25/2012,Portland,Turkey,244
3/25/2012,Portland,United Kingdom,73
3/25/2012,San Antonio,Australia,284
3/25/2012,San Antonio,Brazil,242
3/25/2012,San Antonio,Canada,54
3/25/2012,San Antonio,China,153
3/25/2012,San Antonio,France,58
3/25/2012,San Antonio,Germany,162
3/25/2012,San Antonio,India,20
3/25/2012,San Antonio,Indonesia,152
3/25/2012,San Antonio,Iran,214
3/25/2012,San Antonio,Italy,187
3/25/2012,San Antonio,Japan,46
3/25/2012,San Antonio,Mexico,273
3/25/2012,San Antonio,Netherlands,35
3/25/2012,San Antonio,Poland,116
3/25/2012,San Antonio,Russia,185
3/25/2012,San Antonio,South Korea,204
3/25/2012,San Antonio,Spain,69
3/25/2012,San Antonio,Taiwan,247
3/25/2012,San Antonio,Turkey,244
3/25/2012,San Antonio,United Kingdom,223
3/25/2012,San Diego,Australia,217
3/25/2012,San Diego,Brazil,189
3/25/2012,San Diego,Canada,153
3/25/2012,San Diego,China,181
3/25/2012,San Diego,France,215
3/25/2012,San Diego,Germany,114
3/25/2012,San Diego,India,249
3/25/2012,San Diego,Indonesia,221
3/25/2012,San Diego,Iran,206
3/25/2012,San Diego,Italy,95
3/25/2012,San Diego,Japan,255
3/25/2012,San Diego,Mexico,217
3/25/2012,San Diego,Netherlands,97
3/25/2012,San Diego,Poland,206
3/25/2012,San Diego,Russia,239
3/25/2012,San Diego,South Korea,236
3/25/2012,San Diego,Spain,56
3/25/2012,San Diego,Taiwan,293
3/25/2012,San Diego,Turkey,222
3/25/2012,San Diego,United Kingdom,96
3/25/2012,San Francisco,Australia,158
3/25/2012,San Francisco,Brazil,224
3/25/2012,San Francisco,Canada,95
3/25/2012,San Francisco,China,132
3/25/2012,San Francisco,France,240
3/25/2012,San Francisco,Germany,83
3/25/2012,San Francisco,India,148
3/25/2012,San Francisco,Indonesia,81
3/25/2012,San Francisco,Iran,67
3/25/2012,San Francisco,Italy,49
3/25/2012,San Francisco,Japan,87
3/25/2012,San Francisco,Mexico,42
3/25/2012,San Francisco,Netherlands,107
3/25/2012,San Francisco,Poland,48
3/25/2012,San Francisco,Russia,272
3/25/2012,San Francisco,South Korea,158
3/25/2012,San Francisco,Spain,298
3/25/2012,San Francisco,Taiwan,34
3/25/2012,San Francisco,Turkey,244
3/25/2012,San Francisco,United Kingdom,280
3/25/2012,San Jose,Australia,217
3/25/2012,San Jose,Brazil,280
3/25/2012,San Jose,Canada,300
3/25/2012,San Jose,China,86
3/25/2012,San Jose,France,251
3/25/2012,San Jose,Germany,260
3/25/2012,San Jose,India,258
3/25/2012,San Jose,Indonesia,127
3/25/2012,San Jose,Iran,188
3/25/2012,San Jose,Italy,115
3/25/2012,San Jose,Japan,134
3/25/2012,San Jose,Mexico,157
3/25/2012,San Jose,Netherlands,293
3/25/2012,San Jose,Poland,93
3/25/2012,San Jose,Russia,290
3/25/2012,San Jose,South Korea,282
3/25/2012,San Jose,Spain,82
3/25/2012,San Jose,Taiwan,143
3/25/2012,San Jose,Turkey,273
3/25/2012,San Jose,United Kingdom,31
3/25/2012,Seattle,Australia,222
3/25/2012,Seattle,Brazil,115
3/25/2012,Seattle,Canada,163
3/25/2012,Seattle,China,191
3/25/2012,Seattle,France,233
3/25/2012,Seattle,Germany,42
3/25/2012,Seattle,India,83
3/25/2012,Seattle,Indonesia,247
3/25/2012,Seattle,Iran,149
3/25/2012,Seattle,Italy,112
3/25/2012,Seattle,Japan,152
3/25/2012,Seattle,Mexico,113
3/25/2012,Seattle,Netherlands,102
3/25/2012,Seattle,Poland,292
3/25/2012,Seattle,Russia,270
3/25/2012,Seattle,South Korea,43
3/25/2012,Seattle,Spain,41
3/25/2012,Seattle,Taiwan,139
3/25/2012,Seattle,Turkey,105
3/25/2012,Seattle,United Kingdom,125
3/25/2012,Washington,Australia,170
3/25/2012,Washington,Brazil,86
3/25/2012,Washington,Canada,227
3/25/2012,Washington,China,87
3/25/2012,Washington,France,120
3/25/2012,Washington,Germany,36
3/25/2012,Washington,India,165
3/25/2012,Washington,Indonesia,233
3/25/2012,Washington,Iran,47
3/25/2012,Washington,Italy,125
3/25/2012,Washington,Japan,68
3/25/2012,Washington,Mexico,206
3/25/2012,Washington,Netherlands,173
3/25/2012,Washington,Poland,90
3/25/2012,Washington,Russia,208
3/25/2012,Washington,South Korea,135
3/25/2012,Washington,Spain,155
3/25/2012,Washington,Taiwan,176
3/25/2012,Washington,Turkey,140
3/25/2012,Washington,United Kingdom,120
3/26/2012,Austin,Australia,260
3/26/2012,Austin,Brazil,69
3/26/2012,Austin,Canada,38
3/26/2012,Austin,China,70
3/26/2012,Austin,France,300
3/26/2012,Austin,Germany,27
3/26/2012,Austin,India,193
3/26/2012,Austin,Indonesia,48
3/26/2012,Austin,Iran,55
3/26/2012,Austin,Italy,249
3/26/2012,Austin,Japan,196
3/26/2012,Austin,Mexico,215
3/26/2012,Austin,Netherlands,211
3/26/2012,Austin,Poland,179
3/26/2012,Austin,Russia,149
3/26/2012,Austin,South Korea,25
3/26/2012,Austin,Spain,77
3/26/2012,Austin,Taiwan,182
3/26/2012,Austin,Turkey,26
